field,value
model,TRAN-DIFF
model_kind,transformer_diffusion
checkpoint_name,forecast-nocontext-transformer-diffusion__freq-2H__hor-24h__ctx-0__seq-12__seed-0__mode-nocontext_core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-nocontext-transformer-diffusion__freq-2H__hor-24h__ctx-0__seq-12__seed-0__mode-nocontext_core.pt
exported_at,2026-08-02T10:57:52
FREQ,2H
PRIMARY_HORIZON,24h
CONTEXT_LEN,0
SEQ_LEN,12
WINDOW_STRIDE,12
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,64
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,621.4535869999963
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,0.426080022921812
DTW_mean,8.091755309142172
MAE_median,0.9224188327789307
RMSE_mean,1.6520460679759077
PeakMAE,2.140726089477539
QuantileLoss,0.3386878967285156
Winkler,5.548542022705078
