field,value
model,RNN-VAE
model_kind,rnn_vae
checkpoint_name,forecast-nocontext-rnn-vae__freq-2H__hor-7d__ctx-0__seq-84__seed-0__mode-nocontext_core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-nocontext-rnn-vae__freq-2H__hor-7d__ctx-0__seq-84__seed-0__mode-nocontext_core.pt
exported_at,2026-08-02T17:28:58
FREQ,2H
PRIMARY_HORIZON,7d
CONTEXT_LEN,0
SEQ_LEN,84
WINDOW_STRIDE,84
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,64
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,2.6899014999944484
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,0.23768258111191784
DTW_mean,66.31201994791627
MAE_median,0.9344315528869629
RMSE_mean,1.5783914083804864
PeakMAE,2.9446213245391846
QuantileLoss,0.41846802830696106
Winkler,7.881883144378662
