field,value
model,TRAN-DIFF
model_kind,transformer_diffusion
checkpoint_name,forecast-transformer-diffusion__freq-30min__hor-28d__ctx-336__seq-1344__seed-0__mode-core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-transformer-diffusion__freq-30min__hor-28d__ctx-336__seq-1344__seed-0__mode-core.pt
exported_at,2026-08-02T07:26:21
FREQ,30min
PRIMARY_HORIZON,28d
CONTEXT_LEN,336
SEQ_LEN,1344
WINDOW_STRIDE,1344
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,8
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,10353.662392399998
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,0.11857508611600628
DTW_mean,182.53726157546043
MAE_median,0.18477143347263336
RMSE_mean,0.3779529326085691
PeakMAE,1.6559553146362305
QuantileLoss,0.0707855373620987
Winkler,1.1997088193893433
