field,value
model,TRAN-DIFF
model_kind,transformer_diffusion
checkpoint_name,forecast-nocontext-transformer-diffusion__freq-30min__hor-24h__ctx-0__seq-48__seed-0__mode-nocontext_core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-nocontext-transformer-diffusion__freq-30min__hor-24h__ctx-0__seq-48__seed-0__mode-nocontext_core.pt
exported_at,2026-08-02T11:15:29
FREQ,30min
PRIMARY_HORIZON,24h
CONTEXT_LEN,0
SEQ_LEN,48
WINDOW_STRIDE,48
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,64
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,614.7722049000004
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,0.18306471215336217
DTW_mean,8.804349261336029
MAE_median,0.2474852353334427
RMSE_mean,0.45335918337605424
PeakMAE,0.9159032106399536
QuantileLoss,0.0924709141254425
Winkler,1.5367013216018677
