field,value
model,RNN-DIFF
model_kind,rnn_diffusion
checkpoint_name,forecast-nocontext-rnn-diffusion__freq-1H__hor-7d__ctx-0__seq-168__seed-0__mode-nocontext_core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-nocontext-rnn-diffusion__freq-1H__hor-7d__ctx-0__seq-168__seed-0__mode-nocontext_core.pt
exported_at,2026-08-02T16:56:43
FREQ,1H
PRIMARY_HORIZON,7d
CONTEXT_LEN,0
SEQ_LEN,168
WINDOW_STRIDE,168
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,64
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,506.51924080000026
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,0.20010311118717872
DTW_mean,69.55268085747957
MAE_median,0.46745163202285767
RMSE_mean,0.8431053527323158
PeakMAE,2.1097490787506104
QuantileLoss,0.17967872321605682
Winkler,3.05310320854187
