field,value
model,RNN-DIFF
model_kind,rnn_diffusion
checkpoint_name,forecast-nocontext-rnn-diffusion__freq-3H__hor-24h__ctx-0__seq-8__seed-0__mode-nocontext_core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-nocontext-rnn-diffusion__freq-3H__hor-24h__ctx-0__seq-8__seed-0__mode-nocontext_core.pt
exported_at,2026-08-02T11:22:27
FREQ,3H
PRIMARY_HORIZON,24h
CONTEXT_LEN,0
SEQ_LEN,8
WINDOW_STRIDE,8
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,64
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,390.9647086999976
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,0.3465886204100508
DTW_mean,8.031689484603703
MAE_median,1.380307912826538
RMSE_mean,2.3460046054776833
PeakMAE,2.46836519241333
QuantileLoss,0.5039958357810974
Winkler,8.218334197998047
