field,value
model,TRAN-DIFF
model_kind,transformer_diffusion
checkpoint_name,forecast-nocontext-transformer-diffusion__freq-1H__hor-28d__ctx-0__seq-672__seed-0__mode-nocontext_core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-nocontext-transformer-diffusion__freq-1H__hor-28d__ctx-0__seq-672__seed-0__mode-nocontext_core.pt
exported_at,2026-08-02T12:40:01
FREQ,1H
PRIMARY_HORIZON,28d
CONTEXT_LEN,0
SEQ_LEN,672
WINDOW_STRIDE,672
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,16
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,3113.3108950000023
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,2.3508726289816515
DTW_mean,275.5642266124487
MAE_median,0.49241873621940613
RMSE_mean,0.9475446935811461
PeakMAE,3.3884081840515137
QuantileLoss,0.19329790771007538
Winkler,3.336843967437744
