field,value
model,RNN-VAE
model_kind,rnn_vae
checkpoint_name,forecast-rnn-vae__freq-30min__hor-24h__ctx-96__seq-48__seed-0__mode-core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-rnn-vae__freq-30min__hor-24h__ctx-96__seq-48__seed-0__mode-core.pt
exported_at,2026-08-01T21:06:10
FREQ,30min
PRIMARY_HORIZON,24h
CONTEXT_LEN,96
SEQ_LEN,48
WINDOW_STRIDE,48
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,64
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,2.678449900000487
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,0.14783822135437877
DTW_mean,6.103828847915793
MAE_median,0.16846387088298798
RMSE_mean,0.3298072162705064
PeakMAE,0.6005759239196777
QuantileLoss,0.08151660114526749
Winkler,1.60317862033844
