field,value
model,RNN-VAE
model_kind,rnn_vae
checkpoint_name,forecast-nocontext-rnn-vae__freq-3H__hor-7d__ctx-0__seq-56__seed-0__mode-nocontext_core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-nocontext-rnn-vae__freq-3H__hor-7d__ctx-0__seq-56__seed-0__mode-nocontext_core.pt
exported_at,2026-08-02T18:20:35
FREQ,3H
PRIMARY_HORIZON,7d
CONTEXT_LEN,0
SEQ_LEN,56
WINDOW_STRIDE,56
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,64
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,2.481408100007684
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,0.17755230316849652
DTW_mean,66.65602847933769
MAE_median,1.3671846389770508
RMSE_mean,2.2871670897763745
PeakMAE,3.6580867767333984
QuantileLoss,0.6040216088294983
Winkler,11.284724235534668
