field,value
model,TRAN-VAE
model_kind,transformer_vae
checkpoint_name,forecast-nocontext-transformer-vae__freq-2H__hor-24h__ctx-0__seq-12__seed-0__mode-nocontext_core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-nocontext-transformer-vae__freq-2H__hor-24h__ctx-0__seq-12__seed-0__mode-nocontext_core.pt
exported_at,2026-08-02T10:58:07
FREQ,2H
PRIMARY_HORIZON,24h
CONTEXT_LEN,0
SEQ_LEN,12
WINDOW_STRIDE,12
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,64
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,2.643536399998993
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,0.33805882801649784
DTW_mean,7.970337801612914
MAE_median,0.9228898882865906
RMSE_mean,1.6453579618408543
PeakMAE,2.020853042602539
QuantileLoss,0.4069533348083496
Winkler,7.594150543212891
