field,value
model,TRAN-VAE
model_kind,transformer_vae
checkpoint_name,forecast-nocontext-transformer-vae__freq-3H__hor-28d__ctx-0__seq-224__seed-0__mode-nocontext_core.pt
checkpoint_path,E:\Desktop\UNSW\Thesis\Project\sorted\checkpoints\generative\forecast-nocontext-transformer-vae__freq-3H__hor-28d__ctx-0__seq-224__seed-0__mode-nocontext_core.pt
exported_at,2026-08-02T16:48:04
FREQ,3H
PRIMARY_HORIZON,28d
CONTEXT_LEN,0
SEQ_LEN,224
WINDOW_STRIDE,224
EVAL_POOL,validation
PLOT_N,512
EVAL_SEED,10123
SAMPLES,200
EVAL_BATCH_SIZE,32
quantiles,"[0.1, 0.5, 0.9]"
ALPHA_PI,0.2
interval_percent,80.0
elapsed_seconds,7.6372049000055995
point_forecast_for_mae_peak_kl_dtw,q0.50
point_forecast_for_rmse,sample mean
,
metric,value
KL_hist,0.1205434418431372
DTW_mean,213.32573695480824
MAE_median,1.35916006565094
RMSE_mean,2.3484344370925756
PeakMAE,4.963319301605225
QuantileLoss,0.6176804900169373
Winkler,11.734612464904785
